InventoryId,AvgInventoryQty,TotalCOGS,AvgPurchasePrice,AvgInventoryValue,InventoryTurnoverRatio
10_HORNSEY_16553,17.0,154.10000000000002,6.7,113.9,1.3529411764705883
10_HORNSEY_16560,10.0,105.35999999999999,8.78,87.8,1.2
10_HORNSEY_16568,18.0,97.24,8.84,159.12,0.611111111111111
10_HORNSEY_16655,24.0,93.99000000000001,7.23,173.52,0.5416666666666667
10_HORNSEY_16695,51.5,492.96,10.27,528.905,0.9320388349514563
10_HORNSEY_16819,87.5,197.04000000000002,8.21,718.3750000000001,0.27428571428571424
10_HORNSEY_16990,6.5,80.4,6.7,43.550000000000004,1.846153846153846
10_HORNSEY_17011,14.0,110.39999999999999,9.2,128.79999999999998,0.8571428571428572
10_HORNSEY_17020,15.5,85.67999999999999,7.14,110.67,0.7741935483870966
10_HORNSEY_17101,9.0,152.88,12.74,114.66,1.3333333333333333
10_HORNSEY_17119,8.5,127.92,10.66,90.61,1.411764705882353
10_HORNSEY_17145,17.0,138.72,11.56,196.52,0.7058823529411764
10_HORNSEY_17146,15.5,217.92000000000002,9.08,140.74,1.5483870967741935
10_HORNSEY_17186,11.0,111.96000000000001,9.33,102.63,1.090909090909091
10_HORNSEY_17209,11.5,132.35999999999999,11.03,126.845,1.0434782608695652
10_HORNSEY_17216,11.0,129.35999999999999,11.76,129.35999999999999,1.0
10_HORNSEY_17219,9.0,77.4,6.45,58.050000000000004,1.3333333333333333
10_HORNSEY_17292,10.5,51.599999999999994,8.6,90.3,0.5714285714285714
10_HORNSEY_17294,13.0,58.660000000000004,8.38,108.94000000000001,0.5384615384615384
10_HORNSEY_17296,17.5,171.35999999999999,7.14,124.94999999999999,1.3714285714285714
10_HORNSEY_17341,26.5,54.04,3.86,102.28999999999999,0.5283018867924528
10_HORNSEY_17350,16.0,113.39999999999999,9.45,151.2,0.75
10_HORNSEY_1740,6.5,488.52,40.71,264.615,1.846153846153846
10_HORNSEY_17500,14.5,167.70000000000002,6.45,93.525,1.793103448275862
10_HORNSEY_178,17.0,560.52,20.76,352.92,1.588235294117647
10_HORNSEY_17814,19.5,567.36,23.64,460.98,1.2307692307692308
10_HORNSEY_17910,15.5,78.84,6.57,101.83500000000001,0.7741935483870968
10_HORNSEY_17978,9.0,65.64,5.47,49.23,1.3333333333333335
10_HORNSEY_1798,5.0,357.63,51.09,255.45000000000002,1.4
10_HORNSEY_18027,53.0,744.5600000000001,9.08,481.24,1.5471698113207548
10_HORNSEY_18152,52.0,315.59999999999997,5.26,273.52,1.1538461538461537
10_HORNSEY_18347,74.5,823.6800000000001,8.58,639.21,1.2885906040268456
10_HORNSEY_1835,10.5,354.59999999999997,19.7,206.85,1.7142857142857142
10_HORNSEY_1836,9.0,260.76,21.73,195.57,1.3333333333333333
10_HORNSEY_18375,21.0,102.57,7.89,165.69,0.6190476190476191
10_HORNSEY_18380,17.0,293.76,24.48,416.16,0.7058823529411764
10_HORNSEY_1845,7.0,135.24,11.27,78.89,1.7142857142857144
10_HORNSEY_18533,19.0,123.24,10.27,195.13,0.631578947368421
10_HORNSEY_18562,21.0,95.88,7.99,167.79,0.5714285714285714
10_HORNSEY_18617,21.5,100.56,8.38,180.17000000000002,0.5581395348837209
10_HORNSEY_18638,10.0,198.60000000000002,16.55,165.5,1.2000000000000002
10_HORNSEY_1870,9.5,1074.42,59.69,567.055,1.8947368421052635
10_HORNSEY_18758,11.0,79.44,6.62,72.82000000000001,1.0909090909090908
10_HORNSEY_1880,6.5,560.52,46.71,303.615,1.846153846153846
10_HORNSEY_18801,24.5,257.03999999999996,7.14,174.92999999999998,1.469387755102041
10_HORNSEY_18811,9.5,94.08,7.84,74.48,1.263157894736842
10_HORNSEY_18836,9.0,111.96000000000001,9.33,83.97,1.3333333333333335
10_HORNSEY_18837,21.0,103.92,8.66,181.86,0.5714285714285714
10_HORNSEY_18879,14.0,239.76,9.99,139.86,1.714285714285714
10_HORNSEY_18880,12.5,8.84,8.84,110.5,0.08
10_HORNSEY_1893,7.5,263.94,43.99,329.925,0.7999999999999999
10_HORNSEY_18951,22.5,289.68,12.07,271.575,1.0666666666666667
10_HORNSEY_18971,8.0,93.84,15.64,125.12,0.75
10_HORNSEY_19035,17.5,86.16,7.18,125.64999999999999,0.6857142857142857
10_HORNSEY_19055,8.0,81.0,6.75,54.0,1.5
10_HORNSEY_19122,40.0,87.6,7.3,292.0,0.3
10_HORNSEY_19126,17.5,101.28,8.44,147.7,0.6857142857142857
10_HORNSEY_19164,14.5,95.76,3.99,57.855000000000004,1.6551724137931034
10_HORNSEY_19199,14.0,138.72,11.56,161.84,0.8571428571428571
10_HORNSEY_19215,16.0,225.48,18.79,300.64,0.75
10_HORNSEY_19223,10.0,110.39999999999999,9.2,92.0,1.2
10_HORNSEY_19260,18.0,154.8,6.45,116.10000000000001,1.3333333333333333
10_HORNSEY_19270,32.0,756.24,16.44,526.08,1.4375
10_HORNSEY_19282,6.5,162.12,13.51,87.815,1.8461538461538463
10_HORNSEY_19336,74.0,254.73999999999998,2.71,200.54,1.2702702702702702
10_HORNSEY_19340,20.0,100.56,8.38,167.60000000000002,0.6
10_HORNSEY_19419,21.5,79.44,6.62,142.33,0.5581395348837208
10_HORNSEY_19451,8.5,82.08,6.84,58.14,1.4117647058823528
10_HORNSEY_19486,42.5,846.72,11.76,499.8,1.6941176470588235
10_HORNSEY_19494,38.5,121.56,10.13,390.00500000000005,0.3116883116883116
10_HORNSEY_19557,27.0,338.04,9.39,253.53000000000003,1.3333333333333333
10_HORNSEY_19581,16.0,378.71999999999997,15.78,252.48,1.5
10_HORNSEY_19645,39.5,305.08,5.26,207.76999999999998,1.4683544303797469
10_HORNSEY_19895,27.0,64.5,6.45,174.15,0.37037037037037035
10_HORNSEY_19934,19.0,80.4,6.7,127.3,0.6315789473684211
10_HORNSEY_19948,58.0,845.0400000000001,10.06,583.48,1.4482758620689655
10_HORNSEY_20162,10.0,89.16,7.43,74.3,1.2
10_HORNSEY_20251,10.0,186.35999999999999,15.53,155.29999999999998,1.2
10_HORNSEY_20255,53.5,115.80000000000001,9.65,516.275,0.22429906542056077
10_HORNSEY_2036,10.0,87.39,29.13,291.3,0.3
10_HORNSEY_2041,5.0,550.26,61.14,305.7,1.8
10_HORNSEY_20419,52.5,179.48000000000002,12.82,673.0500000000001,0.26666666666666666
10_HORNSEY_20422,31.5,198.66,18.06,568.89,0.3492063492063492
10_HORNSEY_2050,7.0,148.82999999999998,49.61,347.27,0.42857142857142855
10_HORNSEY_2082,6.5,888.8399999999999,74.07,481.4549999999999,1.8461538461538463
10_HORNSEY_21001,16.5,88.56,7.38,121.77,0.7272727272727273
10_HORNSEY_21033,12.5,645.36,26.89,336.125,1.9200000000000002
10_HORNSEY_2104,8.0,50.35,50.35,402.8,0.125
10_HORNSEY_21208,62.5,495.36,10.32,645.0,0.768
10_HORNSEY_21270,12.5,70.92,5.91,73.875,0.9600000000000001
10_HORNSEY_21271,10.5,110.39999999999999,9.2,96.6,1.1428571428571428
10_HORNSEY_21277,42.0,110.32,13.79,579.18,0.1904761904761905
10_HORNSEY_213,8.5,204.36,17.03,144.755,1.411764705882353
10_HORNSEY_2130,18.0,639.45,22.05,396.90000000000003,1.6111111111111112
10_HORNSEY_21319,23.5,205.20000000000002,8.55,200.925,1.0212765957446808
10_HORNSEY_21369,9.0,177.12,14.76,132.84,1.3333333333333333
10_HORNSEY_21416,12.0,48.599999999999994,4.05,48.599999999999994,1.0
10_HORNSEY_21442,6.5,103.92,8.66,56.29,1.8461538461538463
10_HORNSEY_2156,5.0,161.52,26.92,134.60000000000002,1.2
10_HORNSEY_2161,24.5,167.85999999999999,15.26,373.87,0.44897959183673464
10_HORNSEY_2162,5.0,129.48,21.58,107.89999999999999,1.2
10_HORNSEY_21729,16.5,195.84,8.16,134.64000000000001,1.4545454545454544
10_HORNSEY_2183,22.0,350.64,14.61,321.41999999999996,1.090909090909091
10_HORNSEY_21834,7.0,115.72,10.52,73.64,1.5714285714285714
10_HORNSEY_21861,9.5,79.44,6.62,62.89,1.263157894736842
10_HORNSEY_21951,13.5,99.24,8.27,111.645,0.8888888888888888
10_HORNSEY_21957,25.5,231.36,4.82,122.91000000000001,1.8823529411764706
10_HORNSEY_21965,27.5,168.84,4.69,128.97500000000002,1.3090909090909089
10_HORNSEY_22007,17.5,129.60000000000002,10.8,189.0,0.6857142857142858
10_HORNSEY_22008,10.5,8.78,8.78,92.19,0.09523809523809523
10_HORNSEY_22047,10.5,77.88,6.49,68.145,1.1428571428571428
10_HORNSEY_2207,4.0,276.9,46.15,184.6,1.5
10_HORNSEY_22077,14.5,72.84,6.07,88.015,0.8275862068965517
10_HORNSEY_22143,66.5,757.4399999999999,10.52,699.5799999999999,1.0827067669172932
10_HORNSEY_22192,13.5,173.52,7.23,97.605,1.777777777777778
10_HORNSEY_22222,46.5,524.16,7.279999999999999,338.52,1.5483870967741935
10_HORNSEY_22275,15.0,358.32,14.93,223.95,1.6
10_HORNSEY_22289,20.5,106.08,8.84,181.22,0.5853658536585366
10_HORNSEY_22298,24.5,201.5,8.06,197.47,1.0204081632653061
10_HORNSEY_2235,5.0,97.8,19.56,97.8,1.0
10_HORNSEY_2238,15.0,454.32,18.93,283.95,1.6
10_HORNSEY_22416,7.5,146.29999999999998,10.45,78.375,1.8666666666666665
10_HORNSEY_22583,84.0,897.6,13.6,1142.3999999999999,0.7857142857142858
10_HORNSEY_22665,19.0,35.56,35.56,675.6400000000001,0.05263157894736842
10_HORNSEY_2270,4.5,326.04,54.34,244.53000000000003,1.3333333333333333
10_HORNSEY_22758,48.5,501.59999999999997,10.45,506.825,0.9896907216494845
10_HORNSEY_22801,24.0,197.10000000000002,6.57,157.68,1.25
10_HORNSEY_22822,12.5,98.52000000000001,8.21,102.62500000000001,0.96
10_HORNSEY_22842,13.0,87.36,7.28,94.64,0.923076923076923
10_HORNSEY_22865,4.0,23.97,7.99,31.96,0.7499999999999999
10_HORNSEY_22899,66.5,300.38,6.53,434.245,0.6917293233082706
10_HORNSEY_22914,52.0,953.28,19.86,1032.72,0.923076923076923
10_HORNSEY_23191,56.0,238.32,9.93,556.0799999999999,0.4285714285714286
10_HORNSEY_23229,21.5,103.4,10.34,222.31,0.46511627906976744
10_HORNSEY_23241,7.5,69.6,5.8,43.5,1.5999999999999999
10_HORNSEY_23249,11.0,78.84,6.57,72.27000000000001,1.0909090909090908
10_HORNSEY_23253,24.5,627.36,13.07,320.21500000000003,1.9591836734693877
10_HORNSEY_23255,47.0,95.28,7.94,373.18,0.2553191489361702
10_HORNSEY_2333,7.0,234.29999999999998,39.05,273.34999999999997,0.8571428571428572
10_HORNSEY_23366,8.5,111.12,9.26,78.71,1.411764705882353
10_HORNSEY_23388,11.0,75.24,6.84,75.24,1.0
10_HORNSEY_23452,11.5,70.08,5.84,67.16,1.0434782608695652
10_HORNSEY_23650,12.5,95.88,7.99,99.875,0.96
10_HORNSEY_23778,18.5,154.8,6.45,119.325,1.2972972972972974
10_HORNSEY_23848,20.0,386.28,10.729999999999999,214.59999999999997,1.8000000000000003
10_HORNSEY_23870,15.5,147.84,6.16,95.48,1.5483870967741935
10_HORNSEY_23974,9.5,135.0,11.25,106.875,1.263157894736842
10_HORNSEY_24029,13.0,124.08,10.34,134.42,0.9230769230769231
10_HORNSEY_24088,31.0,420.0,8.75,271.25,1.5483870967741935
10_HORNSEY_2412,14.5,369.12,15.38,223.01000000000002,1.6551724137931034
10_HORNSEY_24151,25.0,351.84000000000003,7.33,183.25,1.9200000000000002
10_HORNSEY_24291,10.5,11.99,11.99,125.895,0.09523809523809525
10_HORNSEY_24327,42.5,1100.4,13.1,556.75,1.9764705882352942
10_HORNSEY_2433,6.0,551.4000000000001,91.9,551.4000000000001,1.0
10_HORNSEY_2438,10.5,976.6800000000001,54.26,569.73,1.7142857142857144
10_HORNSEY_24455,57.5,843.1200000000001,11.71,673.325,1.2521739130434784
10_HORNSEY_24456,51.5,180.62,8.21,422.81500000000005,0.42718446601941745
10_HORNSEY_24498,10.5,198.60000000000002,16.55,173.775,1.142857142857143
10_HORNSEY_24503,8.0,567.48,47.29,378.32,1.5
10_HORNSEY_24634,53.5,246.48,10.27,549.4449999999999,0.44859813084112155
10_HORNSEY_2466,30.0,266.58,29.62,888.6,0.3
10_HORNSEY_24673,7.5,107.52000000000001,8.96,67.2,1.6
10_HORNSEY_24771,8.0,103.92,8.66,69.28,1.5
10_HORNSEY_24787,10.0,12.98,12.98,129.8,0.09999999999999999
10_HORNSEY_24829,88.5,993.96,7.53,666.405,1.4915254237288136
10_HORNSEY_24840,24.0,303.84000000000003,8.44,202.56,1.5000000000000002
10_HORNSEY_24842,13.0,55.199999999999996,4.6,59.8,0.923076923076923
10_HORNSEY_24846,24.5,294.0,12.25,300.125,0.9795918367346939
10_HORNSEY_25158,11.0,10.06,10.06,110.66000000000001,0.09090909090909091
10_HORNSEY_25285,11.0,137.39000000000001,12.49,137.39000000000001,1.0
10_HORNSEY_25286,10.5,141.13,12.83,134.715,1.0476190476190474
10_HORNSEY_2530,2.5,170.36,170.36,425.90000000000003,0.4
10_HORNSEY_25373,19.5,278.64,7.739999999999999,150.92999999999998,1.8461538461538463
10_HORNSEY_25419,8.0,121.29,9.33,74.64,1.625
10_HORNSEY_2543,6.0,113.34,18.89,113.34,1.0
10_HORNSEY_25531,12.5,376.32,15.68,196.0,1.92
10_HORNSEY_2554,5.5,499.98,83.33,458.315,1.090909090909091
10_HORNSEY_25557,14.0,235.20000000000002,9.8,137.20000000000002,1.7142857142857142
10_HORNSEY_25603,13.5,136.8,11.4,153.9,0.888888888888889
10_HORNSEY_2563,6.0,207.66,34.61,207.66,1.0
10_HORNSEY_25649,23.0,150.48,6.84,157.32,0.9565217391304348
10_HORNSEY_25716,6.5,309.6,25.8,167.70000000000002,1.846153846153846
10_HORNSEY_25846,55.5,867.6,12.05,668.7750000000001,1.2972972972972971
10_HORNSEY_25883,7.5,297.84000000000003,24.82,186.15,1.6
10_HORNSEY_2593,11.0,236.1,23.61,259.71,0.9090909090909092
10_HORNSEY_25963,13.0,139.32,11.61,150.93,0.923076923076923
10_HORNSEY_2602,4.0,263.04,43.84,175.36,1.5
10_HORNSEY_26143,28.0,111.60000000000001,4.65,130.20000000000002,0.8571428571428571
10_HORNSEY_2615,96.5,308.4,2.57,248.005,1.2435233160621761
10_HORNSEY_26236,38.5,285.59999999999997,4.76,183.26,1.5584415584415583
10_HORNSEY_2625,4.5,258.96,43.16,194.21999999999997,1.3333333333333335
10_HORNSEY_26285,34.5,772.6500000000001,45.45,1568.025,0.4927536231884058
10_HORNSEY_2639,4.0,314.21999999999997,52.37,209.48,1.5
10_HORNSEY_26395,28.0,141.84,3.94,110.32,1.2857142857142858
10_HORNSEY_26427,8.0,170.28,14.19,113.52,1.5
10_HORNSEY_26551,5.0,127.71,14.19,70.95,1.7999999999999998
10_HORNSEY_2670,7.0,330.84000000000003,55.14,385.98,0.8571428571428572
10_HORNSEY_26739,9.5,330.96,27.58,262.01,1.263157894736842
10_HORNSEY_2682,4.5,211.95,42.39,190.755,1.1111111111111112
10_HORNSEY_2686,6.0,160.8,26.8,160.8,1.0
10_HORNSEY_26885,16.0,156.84,13.07,209.12,0.75
10_HORNSEY_26949,19.0,372.71999999999997,15.53,295.07,1.263157894736842
10_HORNSEY_27111,4.5,241.56,40.26,181.17,1.3333333333333335
10_HORNSEY_2737,12.5,499.86,27.77,347.125,1.44
10_HORNSEY_2749,11.0,240.84,13.38,147.18,1.6363636363636362
10_HORNSEY_27503,15.0,212.7,7.090000000000001,106.35000000000001,1.9999999999999998
10_HORNSEY_27514,15.5,263.04,10.96,169.88000000000002,1.5483870967741935
10_HORNSEY_27591,15.5,251.28000000000003,20.94,324.57,0.7741935483870969
10_HORNSEY_2769,4.5,230.39999999999998,38.4,172.79999999999998,1.3333333333333333
10_HORNSEY_2770,13.5,372.0,31.0,418.5,0.8888888888888888
10_HORNSEY_27798,17.5,77.88,6.49,113.575,0.6857142857142856
10_HORNSEY_27808,46.5,108.96000000000001,4.54,211.11,0.5161290322580645
10_HORNSEY_27830,27.0,131.39999999999998,10.95,295.65,0.4444444444444444
10_HORNSEY_27831,56.5,164.16,6.84,386.46,0.4247787610619469
10_HORNSEY_27835,56.0,329.04,9.14,511.84000000000003,0.6428571428571429
10_HORNSEY_2795,7.5,206.14,18.74,140.54999999999998,1.4666666666666668
10_HORNSEY_2800,7.5,358.14,59.69,447.67499999999995,0.8
10_HORNSEY_2803,10.5,368.28000000000003,20.46,214.83,1.7142857142857144
10_HORNSEY_28069,35.0,152.60000000000002,5.45,190.75,0.8000000000000002
10_HORNSEY_28122,11.0,171.35999999999999,14.28,157.07999999999998,1.0909090909090908
10_HORNSEY_28138,71.5,73.92,6.16,440.44,0.16783216783216784
10_HORNSEY_28146,13.0,94.08,7.84,101.92,0.923076923076923
10_HORNSEY_28147,77.5,521.2199999999999,7.139999999999999,553.3499999999999,0.9419354838709677
10_HORNSEY_2815,7.5,243.42000000000002,40.57,304.275,0.8000000000000002
10_HORNSEY_28155,12.0,123.84,10.32,123.84,1.0
10_HORNSEY_28156,17.0,106.80000000000001,8.9,151.3,0.7058823529411765
10_HORNSEY_2816,6.5,207.66,34.61,224.965,0.923076923076923
10_HORNSEY_28163,39.0,491.0400000000001,6.82,265.98,1.8461538461538463
10_HORNSEY_2821,3.5,168.12,28.02,98.07,1.7142857142857144
10_HORNSEY_28214,17.5,97.19999999999999,8.1,141.75,0.6857142857142856
10_HORNSEY_2822,10.5,162.75,23.25,244.125,0.6666666666666666
10_HORNSEY_28223,4.5,62.28,10.38,46.71,1.3333333333333333
10_HORNSEY_28258,17.0,96.48000000000002,5.36,91.12,1.058823529411765
10_HORNSEY_2826,4.0,177.54,29.59,118.36,1.5
10_HORNSEY_28457,31.0,670.32,11.76,364.56,1.838709677419355
10_HORNSEY_28474,51.0,257.03999999999996,7.14,364.14,0.7058823529411764
10_HORNSEY_2854,29.0,1384.2,38.45,1115.0500000000002,1.2413793103448274
10_HORNSEY_28580,21.0,177.96,14.83,311.43,0.5714285714285714
10_HORNSEY_2863,6.5,206.04000000000002,34.34,223.21000000000004,0.923076923076923
10_HORNSEY_2879,22.0,755.14,22.209999999999997,488.61999999999995,1.5454545454545456
10_HORNSEY_2882,5.0,539.52,89.92,449.6,1.2
10_HORNSEY_2897,4.5,283.44,47.24,212.58,1.3333333333333333
10_HORNSEY_2899,18.0,454.20000000000005,37.85,681.3000000000001,0.6666666666666666
10_HORNSEY_2902,7.5,74.0,37.0,277.5,0.26666666666666666
10_HORNSEY_2906,3.5,218.96999999999997,72.99,255.46499999999997,0.8571428571428571
10_HORNSEY_29112,7.5,236.64,19.72,147.89999999999998,1.6
10_HORNSEY_29118,6.5,81.6,6.8,44.199999999999996,1.8461538461538463
